customer_id,churn_probability,top_1_name,top_1_value,top_1_impact,top_2_name,top_2_value,top_2_impact
15716347,0.0477,products_number,2.0,-1.2944,limite_credito,288750.37,0.304
15716420,0.0374,cidade_madrid,1.0,-0.5611,products_number,1.0,0.042
15716431,0.2019,age,31.0,-0.9078,balance,191091.74,0.6716
15716449,0.1294,age,35.0,-1.0774,active_member,0.0,0.3668
15716501,0.0495,age,34.0,-1.1892,products_number,1.0,0.1996
15716518,0.052,age,28.0,-1.4744,gender_Female,1.0,0.2209
15716605,0.0814,age,26.0,-1.3842,active_member,0.0,0.3142
15716619,0.2731,age,38.0,-0.6568,products_number,1.0,0.3256
15716728,0.1227,products_number,2.0,-1.2587,gender_Female,1.0,0.3205
15716800,0.014,products_number,2.0,-1.2568,credit_score,582.0,0.061
15716822,0.0547,age,32.0,-1.197,products_number,1.0,0.1608
15716835,0.1085,age,25.0,-1.2201,cidade_paris,1.0,0.2176
15716984,0.7037,products_number,2.0,-1.1275,age,57.0,2.2999
15717010,0.2644,active_member,1.0,-1.0695,age,61.0,0.6571
15717046,0.0347,products_number,2.0,-1.5661,age,54.0,1.3769
15717056,0.2618,age,27.0,-1.5447,products_number,1.0,0.4134
15717065,0.177,age,37.0,-0.8219,active_member,0.0,0.3309
15717138,0.0586,age,32.0,-1.2499,active_member,0.0,0.3255
15717156,0.0294,age,32.0,-0.9177,limite_credito,336061.06,0.2298
15717164,0.0366,age,34.0,-1.0209,limite_credito,127119.93,0.3605
15717185,0.0091,age,29.0,-1.2577,estimated_salary,64286.39,0.012
15717225,0.0455,age,23.0,-1.2445,active_member,0.0,0.2562
15717231,0.4666,age,39.0,-0.8147,country_germany,1.0,0.4831
15717290,0.0994,products_number,2.0,-1.326,limite_credito,200828.17,0.3739
15717307,0.0237,age,33.0,-1.324,active_member,0.0,0.2996
15717426,0.1254,age,37.0,-0.8244,products_number,1.0,0.5257
15717498,0.1024,products_number,2.0,-1.1689,limite_credito,189888.66,0.3517
15717527,0.7239,cidade_paris,1.0,-0.2981,age,50.0,0.9966
15717629,0.142,products_number,2.0,-1.26,limite_credito,171016.9,0.3171
15717643,0.0679,age,36.0,-0.8608,gender_Female,1.0,0.1626
15717700,0.0511,age,36.0,-0.9233,limite_credito,85812.82,0.2006
15717706,0.0549,age,34.0,-1.1834,gender_Female,1.0,0.1683
15717736,0.3171,products_number,2.0,-1.1124,age,47.0,0.7062
15717879,0.0525,age,81.0,-0.9828,gender_Female,1.0,0.1936
15717893,0.474,age,38.0,-0.8551,country_germany,1.0,0.5464
15717898,0.0903,age,33.0,-1.1314,products_number,1.0,0.1184
15717935,0.0202,age,23.0,-1.3547,gender_Female,1.0,0.1628
15717937,0.7069,tenure,5.0,-0.3696,products_number,1.0,0.4209
15717962,0.1273,active_member,1.0,-1.3576,age,64.0,0.7538
15717995,0.0065,products_number,2.0,-1.2189,cidade_frankfurt,0.0,0.0081
15718039,0.3309,products_number,2.0,-1.0893,age,49.0,1.1532
15718064,0.0294,products_number,2.0,-1.3707,active_member,0.0,0.3148
15718106,0.0264,products_number,2.0,-1.3308,active_member,0.0,0.2726
15718153,0.0531,age,76.0,-1.0721,gender_Female,1.0,0.0924
15718216,0.4505,gender_Female,0.0,-0.3687,products_number,1.0,0.5111
15718231,0.039,age,29.0,-1.2776,limite_credito,89909.98,0.1565
15718245,0.0117,products_number,2.0,-1.3333,credit_utilization,,0.0138
15718247,0.1064,products_number,2.0,-1.4582,age,47.0,0.5757
15718280,0.0503,products_number,2.0,-1.4417,limite_credito,124552.48,0.3062
15718406,0.0497,products_number,2.0,-1.6534,active_member,0.0,0.3376
15718443,0.038,products_number,2.0,-1.4997,active_member,0.0,0.38
15718454,0.1128,products_number,2.0,-1.3411,active_member,0.0,0.308
15718572,0.2934,products_number,2.0,-1.223,age,58.0,1.4542
15718588,0.0593,products_number,2.0,-1.3449,active_member,0.0,0.2734
15718667,0.1129,age,37.0,-0.9561,active_member,0.0,0.3132
15718673,0.2026,age,35.0,-1.1358,active_member,0.0,0.3819
15718769,0.1449,age,38.0,-1.0252,active_member,0.0,0.3596
15718773,0.0378,age,34.0,-1.4102,active_member,0.0,0.2197
15718779,0.0602,age,36.0,-1.1508,products_number,1.0,0.4575
15718780,0.1263,age,34.0,-1.0709,gender_Female,1.0,0.1626
15718789,0.026,products_number,2.0,-1.2189,active_member,0.0,0.3098
15718839,0.1222,products_number,2.0,-1.1576,gender_Female,1.0,0.2517
15718843,0.248,age,42.0,-0.4994,active_member,0.0,0.4243
15718852,0.3655,active_member,1.0,-0.8882,age,57.0,1.5757
15718921,0.0431,age,33.0,-1.183,country_france,0.0,0.0604
15718944,0.0507,products_number,2.0,-1.4069,gender_Female,1.0,0.2409
15719017,0.041,products_number,2.0,-1.1245,gender_Female,1.0,0.2855
15719090,0.2042,age,36.0,-1.0605,products_number,1.0,0.3
15719170,0.0688,age,32.0,-1.3021,estimated_salary,179435.21,0.1629
15719212,0.0675,age,35.0,-1.2427,active_member,0.0,0.3426
15719265,0.0796,products_number,2.0,-1.6698,age,48.0,0.5427
15719276,0.1313,age,36.0,-1.0741,active_member,0.0,0.3575
15719294,0.0517,products_number,2.0,-1.3064,active_member,0.0,0.287
15719309,0.2061,products_number,2.0,-0.8936,limite_credito,317210.26,0.3072
15719352,0.2081,products_number,2.0,-0.7611,limite_credito,111078.87,0.4447
15719479,0.1553,products_number,2.0,-1.3697,age,57.0,1.4934
15719541,0.0785,age,33.0,-1.3241,active_member,0.0,0.3778
15719561,0.427,tenure,5.0,-0.5273,products_number,3.0,2.0927
15719579,0.0515,age,34.0,-1.119,limite_credito,201245.2,0.1783
15719606,0.2609,products_number,2.0,-1.5082,age,52.0,1.4455
15719649,0.1508,age,39.0,-0.8741,active_member,0.0,0.3193
15719778,0.0204,age,34.0,-1.432,active_member,0.0,0.2908
15719779,0.1218,age,26.0,-1.3314,active_member,0.0,0.3632
15719793,0.0362,active_member,1.0,-1.3529,age,64.0,0.9604
15719809,0.0869,age,34.0,-1.22,active_member,0.0,0.3276
15719827,0.2213,age,38.0,-0.9411,products_number,1.0,0.4904
15719856,0.5773,active_member,1.0,-0.3554,age,47.0,0.837
15719858,0.0457,products_number,2.0,-1.2848,gender_Female,1.0,0.2484
15719898,0.0452,products_number,2.0,-0.898,limite_credito,239451.4,0.4078
15719931,0.0122,products_number,2.0,-1.3087,active_member,0.0,0.2751
15719950,0.203,active_member,1.0,-1.3236,age,63.0,0.6459
15719958,0.0559,products_number,2.0,-1.2618,limite_credito,290545.71,0.368
15720050,0.091,age,30.0,-1.7348,active_member,0.0,0.3701
15720083,0.0373,products_number,2.0,-1.5921,age,44.0,0.1582
15720110,0.0442,age,34.0,-1.2256,products_number,1.0,0.1252
15720123,0.0427,products_number,2.0,-1.3793,active_member,0.0,0.3941
15720134,0.0923,products_number,2.0,-1.0595,limite_credito,154079.71,0.3252
15720187,0.1422,age,31.0,-1.1325,active_member,0.0,0.3004
15720203,0.1933,age,29.0,-1.208,products_number,1.0,0.485
15720284,0.5895,age,38.0,-0.7746,products_number,1.0,0.4589
15720338,0.2065,active_member,1.0,-1.0959,age,56.0,1.4967
15720353,0.0359,products_number,2.0,-1.4765,active_member,0.0,0.3847
15720354,0.0223,products_number,2.0,-1.2539,credit_score,581.0,0.0955
15720463,0.0417,age,32.0,-1.1985,limite_credito,189604.15,0.2898
15720508,0.0579,age,33.0,-1.755,active_member,0.0,0.3249
15720509,0.0569,age,35.0,-1.0072,products_number,1.0,0.1662
15720644,0.0152,age,29.0,-1.3495,active_member,0.0,0.1824
15720649,0.1569,age,37.0,-0.9961,active_member,0.0,0.3146
15720662,0.0605,age,36.0,-1.0769,gender_Female,1.0,0.1808
15720671,0.1118,products_number,2.0,-1.1184,limite_credito,283513.89,0.3244
15720676,0.0793,products_number,2.0,-1.3563,gender_Female,1.0,0.2932
15720706,0.2279,active_member,1.0,-0.4231,gender_Female,1.0,0.133
15720713,0.0304,products_number,2.0,-1.2634,gender_Female,1.0,0.2416
15720725,0.0176,products_number,2.0,-1.2735,active_member,0.0,0.2728
15720745,0.0788,age,26.0,-1.2244,credit_utilization,0.5309467717427171,0.0861
15720814,0.1331,products_number,2.0,-1.1283,active_member,0.0,0.3014
15720820,0.038,age,25.0,-1.396,gender_Female,1.0,0.1568
15720838,0.1705,age,32.0,-0.9451,gender_Female,1.0,0.1597
15720847,0.0221,products_number,2.0,-1.3782,balance,0.0,0.0586
15720893,0.0447,products_number,2.0,-1.2808,active_member,0.0,0.2926
15720910,0.1219,active_member,1.0,-1.2746,products_number,1.0,0.3024
15720924,0.0918,age,35.0,-1.1691,products_number,1.0,0.4366
15720941,0.017,products_number,2.0,-1.2266,limite_credito,412610.33,0.1819
15721019,0.1574,age,26.0,-1.4298,active_member,0.0,0.3403
15721024,0.0754,age,27.0,-1.6253,products_number,1.0,0.4404
15721181,0.0875,products_number,2.0,-1.6952,age,48.0,0.4853
15721189,0.0393,active_member,1.0,-1.2869,age,68.0,0.2507
15721207,0.6122,gender_Female,0.0,-0.3186,products_number,1.0,0.4082
15721251,0.2835,active_member,1.0,-0.503,gender_Female,1.0,0.1598
15721292,0.033,products_number,2.0,-1.3916,active_member,0.0,0.3072
15721303,0.1607,age,36.0,-1.0978,active_member,0.0,0.4286
15721307,0.1281,products_number,2.0,-0.9877,limite_credito,232386.0,0.3583
15721377,0.088,age,35.0,-1.2225,active_member,0.0,0.3109
15721383,0.0233,products_number,2.0,-1.5561,credit_score,999.0,0.1269
15721433,0.1162,products_number,2.0,-1.1282,active_member,0.0,0.288
15721469,0.1435,products_number,2.0,-1.4833,age,47.0,0.4099
15721487,0.1612,age,28.0,-1.5323,products_number,1.0,0.539
15721504,0.0428,products_number,2.0,-1.396,active_member,0.0,0.3947
15721569,0.7617,active_member,1.0,-0.7441,age,57.0,1.4025
15721585,0.0195,products_number,2.0,-1.0975,limite_credito,329116.06,0.2304
15721592,0.0725,products_number,2.0,-1.4062,gender_Female,1.0,0.3703
15721715,0.2322,active_member,1.0,-0.4173,gender_Female,1.0,0.1839
15721719,0.0811,products_number,2.0,-0.9626,limite_credito,228439.08,0.3582
15721730,0.2751,products_number,2.0,-1.4813,active_member,0.0,0.418
15721740,0.2559,estimated_salary,195937.16,-0.5932,age,52.0,1.1917
15721779,0.1091,products_number,2.0,-0.9137,limite_credito,174136.46,0.3909
15721793,0.565,active_member,1.0,-0.5761,age,52.0,1.0668
15721835,0.1398,age,26.0,-1.4401,products_number,1.0,0.5189
15721917,0.0896,age,40.0,-0.5493,products_number,1.0,0.1947
15721921,0.2006,active_member,1.0,-0.5041,age,46.0,0.5837
15721935,0.0207,products_number,2.0,-1.1892,estimated_salary,157878.67,0.1011
15722004,0.1363,age,32.0,-1.5257,active_member,0.0,0.3543
15722037,0.2269,age,38.0,-0.6112,country_germany,1.0,0.5081
15722053,0.0197,products_number,2.0,-1.357,credit_score,576.0,0.0553
15722061,0.2378,products_number,2.0,-1.3574,active_member,0.0,0.2516
15722072,0.2289,active_member,1.0,-1.0484,age,55.0,1.5696
15722090,0.2283,active_member,1.0,-0.807,age,53.0,1.319
15722212,0.1335,products_number,2.0,-1.3182,active_member,0.0,0.3504
15722322,0.0292,products_number,2.0,-1.1053,gender_Female,1.0,0.1973
15722350,0.2794,age,39.0,-0.5166,products_number,1.0,0.3852
15722364,0.1135,products_number,2.0,-1.1563,age,45.0,0.3742
15722404,0.0264,products_number,2.0,-1.2485,gender_Female,1.0,0.1878
15722409,0.2355,active_member,1.0,-0.7324,age,49.0,1.039
15722425,0.0169,age,33.0,-1.3825,active_member,0.0,0.3257
15722473,0.0337,products_number,2.0,-1.6757,active_member,0.0,0.3394
15722479,0.0165,products_number,2.0,-1.4049,balance,0.0,0.0214
15722532,0.0875,age,38.0,-0.7263,gender_Female,1.0,0.2814
15722533,0.0707,products_number,2.0,-1.4058,gender_Female,1.0,0.3095
15722535,0.1069,age,35.0,-1.0567,gender_Female,1.0,0.2539
15722548,0.6188,cidade_nantes,1.0,-0.3627,age,49.0,1.1934
15722578,0.1558,age,23.0,-1.3368,products_number,1.0,0.2945
15722583,0.0895,age,30.0,-1.097,gender_Female,1.0,0.1959
15722599,0.0933,age,38.0,-0.9324,active_member,0.0,0.2541
15722611,0.4129,active_member,1.0,-0.6989,age,54.0,1.489
15722692,0.1278,age,39.0,-0.9556,active_member,0.0,0.3318
15722701,0.2575,age,20.0,-1.6194,country_germany,1.0,0.41
15722758,0.0326,products_number,2.0,-1.5077,active_member,0.0,0.3071
15722813,0.1174,age,31.0,-1.062,active_member,0.0,0.3592
15722845,0.0509,age,30.0,-1.0116,limite_credito,302032.93,0.2775
15722993,0.1172,age,28.0,-1.4871,active_member,0.0,0.3445
15723006,0.0189,products_number,2.0,-1.4143,balance,999999.99,0.052
15723013,0.0265,age,30.0,-1.1356,limite_credito,112675.74,0.2267
15723028,0.0172,products_number,2.0,-1.239,active_member,0.0,0.3546
15723053,0.0147,products_number,2.0,-1.0618,limite_credito,479795.92,0.1043
15723064,0.0944,age,26.0,-1.2628,active_member,0.0,0.3389
15723105,0.231,age,29.0,-1.2015,products_number,1.0,0.4712
15723153,0.0123,products_number,2.0,-1.3333,active_member,0.0,0.2876
15723169,0.1068,age,33.0,-1.4406,active_member,0.0,0.3341
15723216,0.1685,age,35.0,-0.9712,country_germany,1.0,0.3259
15723217,0.1402,age,39.0,-0.9221,products_number,1.0,0.525
15723250,0.0278,products_number,2.0,-1.628,credit_score,519.0,0.0986
15723320,0.132,age,27.0,-1.4493,active_member,0.0,0.2895
15723339,0.1414,products_number,2.0,-0.879,limite_credito,169198.36,0.2883
15723373,0.3408,age,35.0,-0.9842,active_member,0.0,0.3908
15723400,0.0208,products_number,2.0,-1.2169,estimated_salary,123969.64,0.0413
15723411,0.1573,age,37.0,-0.5943,gender_Female,1.0,0.1598
15723481,0.025,products_number,2.0,-1.5681,balance,0.0,0.0388
15723484,0.8046,tenure,1.0,-0.1177,country_germany,1.0,0.4116
15723604,0.3307,gender_Female,0.0,-0.3327,active_member,0.0,0.3491
15723613,0.0536,age,29.0,-1.3715,active_member,0.0,0.2886
15723620,0.0195,products_number,2.0,-1.6299,credit_utilization,,0.0487
15723654,0.0417,age,26.0,-1.6172,active_member,0.0,0.3352
15723671,0.0552,age,37.0,-1.0512,active_member,0.0,0.2199
15723685,0.1165,age,28.0,-1.4316,active_member,0.0,0.335
15723706,0.1827,age,35.0,-1.2846,active_member,0.0,0.3479
15723721,0.0912,age,31.0,-1.3177,active_member,0.0,0.3405
15723737,0.1507,age,28.0,-1.6611,products_number,1.0,0.4719
15723786,0.0977,products_number,2.0,-1.2682,active_member,0.0,0.3252
15723818,0.1223,age,38.0,-0.9161,limite_credito,216009.58,0.3303
15723827,0.0866,age,31.0,-1.317,active_member,0.0,0.4067
15723851,0.1903,cidade_madrid,1.0,-0.6301,products_number,1.0,0.4582
15723856,0.052,age,30.0,-1.2354,limite_credito,152291.3,0.2396
15723858,0.0217,products_number,2.0,-1.455,credit_score,517.0,0.1753
15723872,0.103,products_number,2.0,-1.4102,age,48.0,0.7749
15723873,0.1587,age,33.0,-1.3172,active_member,0.0,0.3973
15723884,0.0247,products_number,2.0,-1.5259,active_member,0.0,0.3394
15723886,0.1176,age,21.0,-1.0528,limite_credito,207260.59,0.3381
15723894,0.3415,tenure,7.0,-0.4496,age,46.0,0.5134
15723907,0.4141,products_number,2.0,-1.1262,age,51.0,1.4534
15723989,0.0816,products_number,2.0,-1.1749,estimated_salary,179473.26,0.3891
15724099,0.0461,age,27.0,-1.2898,limite_credito,466534.09,0.1275
15724127,0.0668,age,28.0,-1.3908,active_member,0.0,0.2684
15724145,0.2773,age,30.0,-1.4189,active_member,0.0,0.4146
15724150,0.4585,active_member,1.0,-0.4912,age,49.0,1.2165
15724200,0.1014,age,40.0,-0.438,products_number,1.0,0.1342
15724269,0.0108,products_number,2.0,-1.2189,credit_utilization,,0.0499
15724282,0.1461,products_number,2.0,-1.1871,age,45.0,0.4016
15724296,0.1833,products_number,2.0,-0.9706,limite_credito,162330.07,0.3901
15724307,0.0238,active_member,1.0,-1.022,products_number,1.0,0.0765
15724334,0.1512,age,24.0,-1.5292,products_number,1.0,0.4378
15724336,0.7075,balance,171601.27,-0.5155,age,51.0,1.1104
15724402,0.0633,age,32.0,-1.2478,active_member,0.0,0.3413
15724423,0.2502,products_number,2.0,-0.9271,limite_credito,130175.73,0.3182
15724428,0.0285,products_number,2.0,-1.5003,active_member,0.0,0.3402
15724443,0.2299,age,31.0,-1.1451,products_number,1.0,0.312
15724444,0.1313,products_number,2.0,-0.7993,limite_credito,331267.85,0.3125
15724453,0.1541,age,24.0,-1.5179,products_number,1.0,0.4767
15724466,0.5312,estimated_salary,197548.63,-0.466,products_number,1.0,0.4415
15724527,0.0195,products_number,2.0,-1.2699,estimated_salary,31933.06,0.0731
15724536,0.0267,products_number,2.0,-1.1993,gender_Female,1.0,0.2162
15724543,0.0347,products_number,2.0,-1.2739,age,63.0,0.921
15724563,0.2454,products_number,2.0,-1.1496,age,44.0,0.2428
15724620,0.178,age,39.0,-0.8348,active_member,0.0,0.3339
15724632,0.0406,products_number,2.0,-1.3999,gender_Female,1.0,0.1064
15724648,0.0523,age,27.0,-1.6657,active_member,0.0,0.3523
15724663,0.1155,products_number,2.0,-1.3536,gender_Female,1.0,0.3055
15724684,0.4476,tenure,5.0,-0.3767,age,47.0,0.5431
15724691,0.0145,products_number,2.0,-1.323,balance,0.0,0.0972
15724719,0.3256,age,24.0,-1.2305,active_member,0.0,0.3827
15724764,0.2115,products_number,2.0,-1.2547,active_member,0.0,0.3615
15724834,0.0281,age,31.0,-1.4267,active_member,0.0,0.2569
15724838,0.6768,cidade_nice,1.0,-0.3343,products_number,1.0,0.4885
15724851,0.3219,age,33.0,-1.36,active_member,0.0,0.4156
15724876,0.1445,age,40.0,-0.4905,gender_Female,1.0,0.1631
15724889,0.1902,age,39.0,-0.5764,products_number,1.0,0.4829
15724890,0.1405,age,38.0,-0.9373,active_member,0.0,0.3112
15724924,0.2279,age,38.0,-0.6354,gender_Female,1.0,0.2053
15724944,0.0201,products_number,2.0,-1.2841,estimated_salary,180427.24,0.1191
15724955,0.0305,products_number,2.0,-1.3688,active_member,0.0,0.3379
15725002,0.0296,products_number,2.0,-1.314,active_member,0.0,0.3423
15725024,0.0939,products_number,2.0,-1.2142,country_germany,1.0,0.1589
15725028,0.0158,products_number,2.0,-1.213,estimated_salary,63687.06,0.0484
15725036,0.1928,active_member,1.0,-0.5675,age,43.0,0.2531
15725039,0.0497,age,33.0,-1.2309,products_number,1.0,0.1523
15725068,0.0499,products_number,2.0,-1.1336,gender_Female,1.0,0.2714
15725076,0.0383,age,28.0,-1.2162,gender_Female,1.0,0.1661
15725094,0.1919,age,39.0,-0.5213,products_number,1.0,0.196
15725166,0.0121,age,32.0,-1.3575,active_member,0.0,0.314
15725221,0.1969,active_member,1.0,-1.2144,age,63.0,0.8229
15725302,0.0792,products_number,2.0,-1.294,active_member,0.0,0.2906
15725311,0.0506,age,33.0,-1.2395,limite_credito,245967.77,0.2257
15725355,0.4518,active_member,1.0,-0.4389,products_number,1.0,0.4581
15725429,0.1263,age,35.0,-0.9681,country_germany,1.0,0.3717
15725478,0.0847,products_number,2.0,-1.3262,age,62.0,0.9891
15725509,0.0836,products_number,2.0,-1.0699,limite_credito,130676.91,0.2916
15725511,0.0969,age,33.0,-1.3126,products_number,1.0,0.177
15725639,0.1308,active_member,1.0,-1.1488,age,64.0,0.5792
15725660,0.0466,age,21.0,-1.5892,active_member,0.0,0.3541
15725664,0.2244,age,40.0,-0.696,active_member,0.0,0.2195
15725698,0.1477,age,36.0,-0.8703,products_number,1.0,0.1145
15725737,0.032,products_number,2.0,-1.7804,age,48.0,0.8198
15725762,0.062,age,25.0,-1.5843,active_member,0.0,0.3103
15725767,0.0301,age,25.0,-1.29,active_member,0.0,0.3113
15725772,0.0896,products_number,2.0,-1.2567,gender_Female,1.0,0.3107
15725776,0.2496,age,26.0,-1.4471,country_germany,1.0,0.4264
15725811,0.026,age,26.0,-1.6191,products_number,1.0,0.1348
15725818,0.4472,active_member,1.0,-0.412,country_germany,1.0,0.5713
15725882,0.1709,products_number,2.0,-1.215,gender_Female,1.0,0.213
15726032,0.0698,age,34.0,-1.4596,active_member,0.0,0.3349
15726046,0.1245,age,28.0,-1.5297,active_member,0.0,0.2863
15726058,0.0983,age,28.0,-1.0669,cidade_cologne,1.0,0.3024
15726087,0.2705,active_member,1.0,-1.1226,age,63.0,0.6713
15726088,0.4194,gender_Female,0.0,-0.2973,products_number,1.0,0.5988
15726153,0.0336,age,32.0,-1.1341,products_number,1.0,0.1307
15726167,0.0304,products_number,2.0,-1.4061,credit_score,655.0,0.0337
15726178,0.3276,products_number,2.0,-1.4547,age,49.0,0.9955
15726186,0.1156,age,30.0,-1.2404,active_member,0.0,0.3339
15726234,0.5034,active_member,1.0,-0.4207,products_number,1.0,0.4776
15726250,0.1214,products_number,2.0,-0.9234,limite_credito,225905.7,0.3027
15726267,0.025,age,34.0,-1.037,limite_credito,77047.7,0.1506
15726289,0.1063,age,26.0,-1.4526,active_member,0.0,0.3709
15726310,0.0531,age,28.0,-1.4349,active_member,0.0,0.2936
15726313,0.3189,products_number,2.0,-1.3762,age,52.0,1.2911
15726354,0.2266,age,34.0,-1.2866,active_member,0.0,0.3841
15726358,0.0264,products_number,2.0,-1.2326,active_member,0.0,0.2825
15726466,0.2849,cidade_nantes,1.0,-0.3354,age,45.0,0.4371
15726484,0.0808,age,38.0,-0.7522,products_number,1.0,0.1333
15726487,0.123,active_member,1.0,-1.2294,age,65.0,0.6136
15726556,0.0968,age,28.0,-1.479,active_member,0.0,0.2917
15726557,0.4316,cidade_bordeaux,1.0,-0.3505,active_member,0.0,0.3458
15726588,0.0561,products_number,2.0,-1.3371,active_member,0.0,0.285
15726589,0.4131,balance,82531.11,-0.4744,active_member,0.0,0.4455
15726631,0.2721,active_member,1.0,-0.4265,gender_Female,1.0,0.2404
15726634,0.6517,gender_Female,0.0,-0.3634,age,49.0,1.1329
15726676,0.0096,products_number,2.0,-1.3841,credit_utilization,,0.0133
15726695,0.1409,age,21.0,-1.1598,active_member,0.0,0.3067
15726747,0.164,active_member,1.0,-1.2453,age,65.0,0.6957
15726774,0.0749,age,37.0,-1.037,active_member,0.0,0.2939
15726776,0.1115,age,37.0,-0.7126,products_number,1.0,0.1581
15726796,0.043,age,39.0,-0.6436,limite_credito,277706.44,0.0963
15726832,0.4332,active_member,1.0,-1.0373,age,63.0,0.9955
15727021,0.1053,age,32.0,-1.1616,gender_Female,1.0,0.2019
15727041,0.013,products_number,2.0,-1.2333,balance,0.0,0.0577
15727059,0.1625,products_number,2.0,-1.4408,gender_Female,1.0,0.2398
15727138,0.0556,products_number,2.0,-1.6444,age,48.0,0.8228
15727198,0.094,age,29.0,-1.4633,active_member,0.0,0.3185
15727251,0.081,age,32.0,-1.3948,active_member,0.0,0.3632
15727281,0.0321,age,28.0,-1.4888,active_member,0.0,0.2884
15727291,0.0877,products_number,2.0,-1.3683,active_member,0.0,0.2977
15727311,0.0427,age,23.0,-1.3586,limite_credito,107475.13,0.1986
15727350,0.1716,age,39.0,-0.8361,active_member,0.0,0.306
15727361,0.2154,products_number,2.0,-1.4324,age,53.0,1.3681
15727391,0.0688,age,30.0,-1.2497,active_member,0.0,0.3788
15727408,0.055,age,29.0,-1.4062,active_member,0.0,0.3536
15727421,0.0626,products_number,2.0,-1.3175,gender_Female,1.0,0.2966
15727467,0.0472,age,29.0,-1.3921,active_member,0.0,0.2944
15727499,0.1631,products_number,2.0,-1.2573,active_member,0.0,0.2751
15727539,0.0616,products_number,2.0,-1.2676,active_member,0.0,0.2892
15727556,0.1176,age,27.0,-1.1307,estimated_salary,181694.44,0.17
15727605,0.1522,products_number,2.0,-1.3341,age,45.0,0.4613
15727688,0.0203,products_number,2.0,-1.2489,estimated_salary,54405.79,0.0188
15727696,0.1154,products_number,2.0,-0.9802,limite_credito,262786.41,0.4587
15727703,0.2907,age,36.0,-1.142,country_germany,1.0,0.5363
15727819,0.0748,age,35.0,-0.8479,gender_Female,1.0,0.2117
15727829,0.0281,products_number,2.0,-1.7492,estimated_salary,167984.61,0.1235
15727857,0.0336,products_number,2.0,-1.5006,active_member,0.0,0.3249
15727915,0.1345,age,37.0,-1.0875,active_member,0.0,0.2246
15727919,0.0956,products_number,2.0,-1.2982,active_member,0.0,0.3178
15727944,0.6872,active_member,1.0,-0.5337,age,50.0,1.2912
15728005,0.8863,products_number,2.0,-0.769,age,59.0,2.2463
15728006,0.4324,age,41.0,-0.3831,active_member,0.0,0.3325
15728010,0.0203,products_number,2.0,-1.4244,estimated_salary,170226.47,0.2639
15728012,0.2889,age,42.0,-0.5215,active_member,0.0,0.3136
15728043,0.192,products_number,2.0,-0.9937,active_member,0.0,0.2986
15728078,0.0217,age,28.0,-1.5123,products_number,1.0,0.0677
15728082,0.0384,products_number,2.0,-1.3016,active_member,0.0,0.336
15728167,0.427,country_germany,0.0,-0.3223,age,46.0,0.6016
15728333,0.3029,active_member,1.0,-0.4314,age,45.0,0.5883
15728352,0.0715,age,28.0,-1.5941,active_member,0.0,0.3389
15728362,0.0506,age,30.0,-1.3695,active_member,0.0,0.3011
15728474,0.1901,age,33.0,-1.3619,country_germany,1.0,0.3383
15728480,0.0313,products_number,2.0,-1.2915,gender_Female,1.0,0.1987
15728505,0.1102,products_number,2.0,-1.0519,age,46.0,0.469
15728523,0.1225,active_member,1.0,-0.4244,products_number,1.0,0.1772
15728542,0.0609,products_number,2.0,-1.0459,gender_Female,1.0,0.2235
15728605,0.024,products_number,2.0,-1.6129,estimated_salary,26543.28,0.0602
15728608,0.0733,products_number,2.0,-1.1363,gender_Female,1.0,0.2012
15728683,0.0129,products_number,2.0,-1.1959,cidade_frankfurt,0.0,0.0092
15728693,0.7146,active_member,1.0,-0.3841,age,45.0,0.6623
15728709,0.1372,products_number,2.0,-1.338,active_member,0.0,0.361
15728773,0.0907,products_number,2.0,-1.5404,age,48.0,0.8844
15728823,0.0813,products_number,2.0,-1.2316,gender_Female,1.0,0.3901
15728829,0.1128,age,20.0,-1.0768,active_member,0.0,0.323
15728885,0.1878,gender_Female,0.0,-0.51,products_number,1.0,0.4968
15728906,0.0135,products_number,2.0,-1.2436,estimated_salary,161579.85,0.1865
15728912,0.5575,cidade_nice,1.0,-0.3045,age,46.0,0.4625
15729018,0.0784,age,35.0,-1.0132,gender_Female,1.0,0.1726
15729019,0.097,age,35.0,-1.1889,active_member,0.0,0.4134
15729040,0.0289,products_number,2.0,-1.6587,active_member,0.0,0.3296
15729054,0.106,age,34.0,-1.4596,country_germany,1.0,0.269
15729065,0.0702,age,29.0,-1.0761,limite_credito,124304.89,0.2668
15729083,0.1039,age,38.0,-0.6762,products_number,1.0,0.1569
15729087,0.2388,products_number,2.0,-1.0703,age,55.0,1.4984
15729117,0.057,age,33.0,-1.4242,gender_Female,1.0,0.172
15729224,0.0676,products_number,2.0,-1.3702,active_member,0.0,0.2741
15729246,0.0096,products_number,2.0,-1.2214,salary_missing_flag,0.0,0.0084
15729279,0.1335,age,27.0,-1.512,active_member,0.0,0.2968
15729359,0.0388,products_number,2.0,-1.218,gender_Female,1.0,0.3088
15729362,0.1382,age,38.0,-1.0458,active_member,0.0,0.2878
15729377,0.0094,products_number,2.0,-1.4638,balance,0.0,0.0118
15729412,0.0735,age,39.0,-0.6103,products_number,1.0,0.0794
15729435,0.0162,products_number,2.0,-1.5796,balance,0.0,0.0276
15729454,0.0148,products_number,2.0,-1.3061,active_member,0.0,0.2912
